,university,career,inscription_date,name,gender,age,postal_code,email
17,universidad-de-buenos-aires,ingeniería-mecánica,20-Nov-25,ethan-pierce,m,48-Feb-11,7161,reynoldsmegan@yahoo.com
18,universidad-de-buenos-aires,medicina,20-Dec-24,cody-robbins,m,11-Jan-01,6634,hjackson@hotmail.com
19,universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,20-Dec-15,justin-lewis,m,74-Oct-08,3196,gjensen@hotmail.com
20,universidad-de-buenos-aires,licenciatura-en-artes,20-Dec-11,chelsea-bond,f,96-Oct-24,1614,quinnlonnie@gmail.com
21,universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Nov-10,michelle-mccullough,f,24-Jun-22,3155,jennifer34@yahoo.com
22,universidad-de-buenos-aires,bioquímica,20-Nov-01,scott-cox,m,21-Oct-15,1636,james05@hotmail.com
23,universidad-de-buenos-aires,farmacia,20-Sep-19,michael-smith,m,97-Feb-15,1754,alexandertiffany@gmail.com
24,universidad-de-buenos-aires,ingeniería-en-informática,21-Jan-26,brittney-smith,f,68-Jul-23,3226,anne23@yahoo.com
25,universidad-de-buenos-aires,ingeniería-en-informática,20-Sep-03,ronald-martin-md,m,35-Jun-22,7533,fgriffin@yahoo.com
26,universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Nov-08,jonathan-howell,m,60-Aug-09,3471,michaelnicholson@yahoo.com
27,universidad-de-buenos-aires,licenciatura-en-administración-,20-Dec-28,samantha-dixon,f,84-Jan-30,5831,jessica62@gmail.com
28,universidad-de-buenos-aires,licenciatura-en-psicología,20-Sep-17,melanie-gray,f,14-Mar-22,3222,joshua82@hotmail.com
29,universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Dec-08,jordan-cole,m,33-May-23,9217,deanhernandez@yahoo.com
30,universidad-de-buenos-aires,medicina,20-Oct-12,alexander-smith,m,54-May-08,1688,lsmith@hotmail.com
31,universidad-de-buenos-aires,medicina,20-Oct-03,amber-leonard,f,14-Aug-12,9407,glopez@hotmail.com
32,universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Sep-09,dawn-sellers,f,85-Sep-20,6323,douglasstevens@yahoo.com
33,universidad-de-buenos-aires,licenciatura-en-artes,21-Jan-22,joseph-reed,m,25-Jan-28,6233,molly37@yahoo.com
34,universidad-de-buenos-aires,licenciatura-en-artes,20-Nov-30,amanda-cardenas,f,03-Sep-19,1603,tannersara@hotmail.com
35,universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,20-Sep-24,amanda-sawyer,f,14-Aug-01,7404,ricejeffrey@yahoo.com
36,universidad-de-buenos-aires,ingeniería-mecánica,20-Nov-13,tiffany-barnes,f,83-Apr-22,5632,douglas71@hotmail.com
37,universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,20-Oct-08,james-anderson,m,05-Jan-18,9227,tristan99@hotmail.com
38,universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,20-Sep-28,christopher-robertson,m,09-Feb-20,3315,catherinecasey@hotmail.com
39,universidad-de-buenos-aires,bioquímica,20-Sep-28,jennifer-bryan,f,96-Jun-02,4117,debra42@yahoo.com
40,universidad-de-buenos-aires,arquitectura,21-Jan-01,terry-pitts,m,42-Dec-14,5471,gabrielsimmons@hotmail.com
41,universidad-de-buenos-aires,ciencias-veterinarias,21-Jan-28,sean-white,m,33-Apr-10,2505,ustewart@gmail.com
42,universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Dec-10,mackenzie-jackson,f,83-Oct-22,9050,brianlewis@yahoo.com
43,universidad-de-buenos-aires,licenciatura-en-psicología,21-Jan-14,gregory-rios,m,80-May-17,7203,haroldguzman@hotmail.com
44,universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Nov-26,jon-mcneil,m,24-Jan-30,2930,jacobbass@yahoo.com
45,universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,20-Dec-29,diana-watkins,f,49-May-21,3734,lmiles@hotmail.com
46,universidad-de-buenos-aires,licenciatura-en-sociología-,20-Sep-11,kathy-spears,f,19-Aug-10,4103,louis25@yahoo.com
47,universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Oct-24,amanda-fowler,f,54-Jul-06,9033,fphillips@hotmail.com
48,universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Dec-17,antonio-jones,m,07-Apr-22,2618,zpatrick@gmail.com
49,universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,21-Jan-30,nicholas-fuller,m,27-Dec-15,1659,jonathan83@gmail.com
50,universidad-de-buenos-aires,ingeniería-en-informática,21-Jan-08,jamie-taylor,f,03-Aug-24,6400,jonesgordon@gmail.com
51,universidad-de-buenos-aires,medicina,20-Dec-06,samantha-richardson,f,47-Aug-31,8351,edwardscorey@yahoo.com
52,universidad-de-buenos-aires,ingeniería-en-informática,20-Dec-25,scott-castro,m,07-Apr-13,8332,ghall@yahoo.com
53,universidad-de-buenos-aires,diseño-industrial,20-Oct-27,thomas-brooks,m,03-May-28,1617,jaclyn17@yahoo.com
54,universidad-de-buenos-aires,técnico-para-bioterios-,20-Sep-30,willie-taylor,m,88-Jun-30,9101,victor22@gmail.com
55,universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Nov-05,brian-wilson-dds,m,30-Nov-09,8402,jonesbrandy@hotmail.com
56,universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Oct-11,brittney-brewer,f,62-Feb-10,6430,lwilliams@gmail.com
57,universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Oct-13,robin-carter,f,19-Jul-12,7174,gwhite@yahoo.com
58,universidad-de-buenos-aires,licenciatura-en-psicología,20-Sep-13,jacqueline-rodriguez,f,75-May-07,6561,pbecker@hotmail.com
59,universidad-de-buenos-aires,licenciatura-en-psicología,20-Dec-06,ariana-torres,f,09-May-30,3518,pamela66@hotmail.com
60,universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Sep-10,brendan-jimenez-md,m,73-Nov-09,5572,lisa86@gmail.com
61,universidad-de-buenos-aires,actuario-,20-Sep-17,stephanie-goodman,f,87-Feb-03,3052,barbara55@yahoo.com
62,universidad-de-buenos-aires,farmacia,20-Oct-11,christine-bond,f,08-Dec-27,2761,joelzamora@gmail.com
63,universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Oct-09,thomas-padilla,m,83-Dec-27,5710,jane70@yahoo.com
64,universidad-de-buenos-aires,farmacia,20-Sep-24,peggy-jensen,f,66-Aug-02,6042,rebeccalogan@yahoo.com
65,universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Oct-18,christina-watson,f,08-Feb-25,7531,fletcherpaul@hotmail.com
66,universidad-de-buenos-aires,contador-público-,20-Nov-06,samuel-richardson,m,76-Jun-07,1826,rachelfletcher@hotmail.com
67,universidad-de-buenos-aires,bioquímica,20-Sep-10,donna-fisher,f,18-Apr-30,6600,michelecurtis@yahoo.com
68,universidad-de-buenos-aires,licenciatura-en-psicología,21-Jan-24,travis-kelly,m,13-Sep-13,3183,carolynpadilla@gmail.com
69,universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Sep-28,james-jones,m,28-May-30,1896,coledanielle@gmail.com
70,universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Oct-02,jaclyn-riley,f,29-Dec-07,6073,velazquezgregory@yahoo.com
71,universidad-de-buenos-aires,licenciatura-en-artes,20-Nov-03,joy-mendoza,f,84-Dec-02,5584,whitepamela@gmail.com
72,universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,21-Jan-29,alejandro-horton,m,18-Aug-10,4713,elizabeth53@gmail.com
73,universidad-de-buenos-aires,ingeniería-electrónica,20-Oct-14,jamie-macias,f,04-Oct-01,5835,dianaknox@hotmail.com
74,universidad-de-buenos-aires,farmacia,20-Sep-28,michael-griffith,m,24-Sep-23,9223,lisagutierrez@gmail.com
75,universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,21-Jan-16,michael-english,m,02-Apr-24,5381,flemingdavid@yahoo.com
76,universidad-de-buenos-aires,licenciatura-en-psicología,21-Jan-04,joshua-spencer,m,49-Dec-03,1822,nsingleton@hotmail.com
77,universidad-de-buenos-aires,actuario-,20-Nov-29,natalie-berry,f,85-Jul-11,3180,michaelbauer@hotmail.com
78,universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,20-Sep-23,adrian-blevins,m,14-Jun-28,4631,walkerkevin@gmail.com
79,universidad-de-buenos-aires,licenciatura-en-psicología,20-Sep-09,stephanie-padilla,f,92-Jul-17,1881,oneillmichael@yahoo.com
80,universidad-de-buenos-aires,ciencias-veterinarias,21-Jan-04,christopher-parker,m,99-Jul-31,1611,ronaldvaughn@hotmail.com
81,universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,21-Jan-05,beverly-sanders,f,74-Jan-02,8364,tbaker@hotmail.com
82,universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Sep-30,nicole-brown,f,44-Oct-21,6507,john33@hotmail.com
83,universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,20-Nov-10,gabrielle-lee,f,16-Jul-19,1649,matthewslindsay@gmail.com
84,universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Nov-23,cindy-dixon,f,78-May-16,6269,mmiller@yahoo.com
85,universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,21-Jan-27,david-wilson,m,46-Jul-02,1765,jerome17@gmail.com
86,universidad-de-buenos-aires,licenciatura-en-sociología-,20-Nov-23,nancy-villegas,f,91-May-24,3109,stantondavid@yahoo.com
87,universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Dec-01,veronica-wilson,f,16-Jun-28,6601,anne74@yahoo.com
88,universidad-de-buenos-aires,licenciatura-en-psicología,20-Nov-21,gabriel-cameron,m,17-May-30,2760,thomas05@yahoo.com
89,universidad-de-buenos-aires,diseño-industrial,20-Nov-12,kelly-miller,f,72-Jul-13,5603,mclaughlinjustin@gmail.com
90,universidad-de-buenos-aires,licenciatura-en-administración-,21-Jan-06,stephanie-scott,f,14-Feb-01,5770,patelbrian@yahoo.com
91,universidad-de-buenos-aires,ciencias-veterinarias,21-Jan-28,ms.-regina-franco,f,95-Oct-11,6703,cruzleslie@hotmail.com
92,universidad-de-buenos-aires,ingeniería-mecánica,20-Dec-28,vernon-chavez,m,63-Aug-28,2202,lortiz@yahoo.com
93,universidad-de-buenos-aires,licenciatura-en-administración-,20-Nov-25,joseph-alexander,m,58-Sep-12,6441,kellerbruce@gmail.com
94,universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Oct-20,manuel-brown,m,47-Jun-12,5413,amy67@yahoo.com
95,universidad-de-buenos-aires,licenciatura-en-psicología,20-Oct-27,julia-young,f,45-Jun-21,6279,thomas68@hotmail.com
96,universidad-de-buenos-aires,licenciatura-en-ciencias-geológicas,20-Nov-17,laura-smith,f,97-Mar-13,1757,rachel35@gmail.com
97,universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Nov-05,megan-brown,f,95-Dec-11,7165,williamsjason@hotmail.com
98,universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Nov-15,jonathan-hood,m,97-Apr-27,2533,richrobert@yahoo.com
99,universidad-de-buenos-aires,ciencias-veterinarias,20-Oct-21,kimberly-calhoun,f,73-Dec-15,3197,hgordon@gmail.com
100,universidad-de-buenos-aires,ingeniería-mecánica,20-Oct-09,troy-black,m,40-Nov-06,3474,barnesvalerie@gmail.com
101,universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Sep-09,gary-conner,m,41-Jan-06,3111,jason40@gmail.com
102,universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,21-Jan-28,melanie-kelly,f,59-Oct-17,7408,michael61@yahoo.com
103,universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Sep-14,joseph-wallace,m,56-Jul-25,1911,sramos@gmail.com
104,universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Nov-16,jessica-adams,f,18-Jan-22,5533,johnreynolds@yahoo.com
105,universidad-de-buenos-aires,actuario-,21-Jan-05,barbara-clark,f,22-Sep-10,8536,wendy21@gmail.com
106,universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Nov-16,kevin-wood,m,89-May-03,3541,mckeerobert@yahoo.com
107,universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Oct-26,joseph-west,m,55-Nov-23,8402,nguyenkristen@hotmail.com
108,universidad-de-buenos-aires,licenciatura-en-ciencias-geológicas,20-Dec-13,richard-prince,m,05-Jan-02,4740,nancy50@yahoo.com
109,universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Dec-23,michelle-berger-phd,f,20-Apr-02,8200,jrussell@yahoo.com
110,universidad-de-buenos-aires,técnico-para-bioterios-,20-Oct-29,shawn-mcclain,m,12-Nov-15,2709,megan30@yahoo.com
111,universidad-de-buenos-aires,licenciatura-en-sociología-,20-Dec-29,ronald-martin,m,26-Jun-20,9030,chelseatravis@yahoo.com
112,universidad-de-buenos-aires,licenciatura-en-gestión-de-agroalimentos,20-Oct-19,rachel-morgan,f,20-Jul-13,5401,mark74@yahoo.com
113,universidad-de-buenos-aires,licenciatura-en-sociología-,20-Nov-21,brandon-green-phd,m,29-Sep-10,5317,gomezlaura@yahoo.com
114,universidad-de-buenos-aires,ingeniería-mecánica,20-Oct-16,jeremy-murphy,m,77-Dec-07,2248,jessica90@gmail.com
115,universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Sep-07,kayla-sanchez,f,19-Aug-31,6100,madisonweaver@yahoo.com
116,universidad-de-buenos-aires,técnico-para-bioterios-,20-Oct-13,kristine-adkins,f,86-Oct-11,5703,shannonvelasquez@hotmail.com
117,universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,21-Jan-14,todd-steele,m,36-Dec-01,7536,cheryl13@gmail.com
118,universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,20-Nov-13,spencer-brewer,m,33-Jul-19,3425,pearsonkimberly@gmail.com
119,universidad-de-buenos-aires,farmacia,20-Oct-03,debra-simmons-dds,f,85-Apr-12,8424,franciscoharrell@hotmail.com
120,universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Oct-05,whitney-gonzalez,f,80-Jun-20,7163,khananthony@gmail.com
121,universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Dec-19,bethany-walsh,f,25-Nov-24,7536,ericwatkins@yahoo.com
122,universidad-de-buenos-aires,bioquímica,20-Dec-30,jennifer-day,f,20-Mar-23,6603,ncohen@yahoo.com
123,universidad-de-buenos-aires,actuario-,20-Dec-28,ryan-collins,m,08-Sep-07,8409,hudsonjulie@gmail.com
124,universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Sep-20,timothy-carey,m,18-Dec-04,8206,jeremyporter@gmail.com
125,universidad-de-buenos-aires,ingeniería-en-informática,21-Jan-07,julie-davis,f,02-Sep-26,7119,brownchris@hotmail.com
126,universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Dec-29,david-soto,m,07-Jun-20,2326,powersdavid@hotmail.com
127,universidad-de-buenos-aires,ciencias-veterinarias,20-Sep-13,sean-kelly,m,17-Jun-26,6380,kempcrystal@gmail.com
128,universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Oct-07,victoria-gomez,f,08-May-03,1744,jacobheath@yahoo.com
129,universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Sep-29,donna-blackwell,f,93-Jan-19,6071,crystal07@gmail.com
130,universidad-de-buenos-aires,actuario-,20-Nov-10,james-bright,m,15-May-02,2848,joseph67@gmail.com
131,universidad-de-buenos-aires,ingeniería-mecánica,21-Jan-29,emma-lee,f,08-Mar-05,3316,john29@hotmail.com
132,universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Dec-17,christina-little,f,48-Apr-08,1731,foxnicholas@yahoo.com
133,universidad-de-buenos-aires,medicina,20-Oct-21,amber-robinson,f,53-Jul-06,2812,zacharymyers@gmail.com
134,universidad-de-buenos-aires,licenciatura-en-artes,20-Dec-01,cynthia-garcia,f,63-Jun-23,1889,tracymorales@hotmail.com
135,universidad-de-buenos-aires,licenciatura-en-administración-,20-Oct-27,yolanda-williams,f,29-Apr-14,3522,dennisglover@gmail.com
136,universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Dec-28,john-chen,m,98-Apr-28,2305,donovanheidi@gmail.com
137,universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Nov-27,shawn-larson,m,06-Mar-05,9121,urose@hotmail.com
138,universidad-de-buenos-aires,medicina,20-Dec-08,linda-gonzalez,f,11-Feb-17,3511,wendyhill@hotmail.com
139,universidad-de-buenos-aires,diseño-de-imagen-y-sonido,21-Jan-16,thomas-johnson,m,05-Mar-24,8311,christinezhang@gmail.com
140,universidad-de-buenos-aires,licenciatura-en-ciencias-geológicas,20-Nov-10,olivia-taylor,f,20-Jun-21,5529,rodney64@hotmail.com
141,universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Dec-06,michael-ashley,m,54-Jun-14,3085,julie24@yahoo.com
142,universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Oct-20,nina-flores,f,02-Jun-01,3371,sarahfleming@gmail.com
143,universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,21-Jan-23,karen-arnold,f,92-Oct-06,6058,xmurray@gmail.com
144,universidad-de-buenos-aires,bioquímica,20-Sep-12,sarah-parrish,f,55-Jul-30,5517,bmitchell@hotmail.com
145,universidad-de-buenos-aires,agronomía,21-Jan-07,valerie-brown,f,40-Sep-27,8115,smithsean@hotmail.com
146,universidad-de-buenos-aires,diseño-industrial,20-Sep-22,kimberly-davis,f,02-Nov-22,3153,braymelinda@hotmail.com
147,universidad-de-buenos-aires,ingeniería-electrónica,20-Sep-30,eddie-johnson,m,23-Nov-13,7263,christopher08@hotmail.com
148,universidad-de-buenos-aires,licenciatura-en-sociología-,20-Nov-23,wendy-warren,f,46-Sep-02,8185,mooreruben@yahoo.com
149,universidad-de-buenos-aires,actuario-,20-Sep-04,joseph-kelly,m,47-Jan-21,1905,sharon19@gmail.com
150,universidad-de-buenos-aires,arquitectura,20-Nov-02,anthony-mckinney,m,68-Jul-23,2105,christophernichols@hotmail.com
151,universidad-de-buenos-aires,ciencias-veterinarias,20-Dec-28,angela-williams,f,11-May-22,6326,sonya75@gmail.com
152,universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Sep-15,sabrina-carter,f,93-Sep-24,5773,antonio29@gmail.com
153,universidad-de-buenos-aires,licenciatura-en-gestión-de-agroalimentos,20-Oct-17,david-williams,m,52-Nov-03,7240,sandrajohnson@gmail.com
154,universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,21-Jan-11,margaret-mcpherson,f,20-Mar-16,4182,smithanthony@hotmail.com
155,universidad-de-buenos-aires,ciencias-veterinarias,21-Jan-26,mary-mann,f,36-Apr-25,6641,jacquelinehensley@gmail.com
156,universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,21-Jan-18,kristen-alvarez,f,17-Jun-21,3507,allensara@yahoo.com
157,universidad-de-buenos-aires,licenciatura-en-ciencia-política-,21-Jan-02,joshua-norris,m,31-Jan-11,6228,donald49@yahoo.com
158,universidad-de-buenos-aires,licenciatura-en-administración-,20-Oct-14,tina-richardson,f,87-Jul-23,6640,katherineprice@gmail.com
159,universidad-de-buenos-aires,licenciatura-en-administración-,20-Sep-01,terry-dixon,f,13-Mar-23,6646,jerry32@yahoo.com
160,universidad-de-buenos-aires,ingeniería-electrónica,20-Dec-28,holly-price,f,82-Aug-09,8303,ashleybauer@gmail.com
161,universidad-de-buenos-aires,licenciatura-en-administración-,20-Dec-05,john-hill,m,74-Jun-04,3476,jennifercurtis@yahoo.com
162,universidad-de-buenos-aires,licenciatura-en-ciencias-geológicas,20-Dec-08,nathaniel-mitchell,m,16-Mar-24,3226,calhounmichael@hotmail.com
163,universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Dec-26,james-brooks,m,79-Oct-08,4542,masondavid@yahoo.com
164,universidad-de-buenos-aires,contador-público-,20-Sep-13,daniel-chandler,m,18-Jul-20,6078,dawnesparza@gmail.com
165,universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,21-Jan-07,michael-mccoy,m,06-Dec-03,7407,holly78@gmail.com
166,universidad-de-buenos-aires,licenciatura-en-ciencias-geológicas,20-Nov-19,logan-freeman,m,44-May-28,4000,thompsonsteven@gmail.com
167,universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Oct-16,jason-cohen,m,06-Jun-20,1741,nancyryan@hotmail.com
168,universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Dec-29,vanessa-perez,f,50-Dec-31,9315,kathleencasey@gmail.com
169,universidad-de-buenos-aires,farmacia,20-Oct-08,matthew-olson,m,15-Dec-11,3046,garyhudson@gmail.com
170,universidad-de-buenos-aires,bioquímica,20-Oct-04,angel-villegas,f,10-Nov-10,3514,davischarles@gmail.com
171,universidad-de-buenos-aires,licenciatura-en-administración-,20-Dec-04,jeremy-snyder,m,33-May-12,3451,tthomas@yahoo.com
172,universidad-de-buenos-aires,contador-público-,20-Sep-05,stephanie-hernandez,f,15-Mar-19,6721,kramerterri@yahoo.com
173,universidad-de-buenos-aires,licenciatura-en-ciencias-geológicas,20-Nov-24,javier-thomas,m,74-Mar-11,8127,oanderson@hotmail.com
174,universidad-de-buenos-aires,ingeniería-electrónica,20-Dec-14,jodi-coleman,f,15-Jan-20,7301,gatkinson@gmail.com
175,universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,20-Sep-18,lisa-paul,f,75-Jan-05,4144,johnsoneric@hotmail.com
176,universidad-de-buenos-aires,licenciatura-en-sociología-,20-Nov-08,kelly-walker,m,28-May-17,5345,hermandwayne@gmail.com
177,universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,20-Oct-01,mr.-eric-ochoa,m,96-Jun-15,8416,tatejonathan@yahoo.com
178,universidad-de-buenos-aires,medicina,20-Sep-29,taylor-rodriguez,f,76-Nov-29,2909,millertammy@hotmail.com
179,universidad-de-buenos-aires,diseño-industrial,20-Sep-16,mr.-anthony-davenport-md,m,05-Aug-25,3212,miranda35@yahoo.com
180,universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Nov-28,bridget-frank,f,80-Apr-28,2255,danielpena@gmail.com
181,universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,21-Jan-13,rachael-krause,f,35-Feb-16,1612,torresbrandon@yahoo.com
182,universidad-de-buenos-aires,licenciatura-en-gestión-de-agroalimentos,20-Nov-19,john-love,m,94-Jan-23,5730,carlsonrodney@yahoo.com
183,universidad-de-buenos-aires,ciencias-veterinarias,20-Dec-03,kenneth-farmer,m,73-Aug-24,3313,hwilliams@gmail.com
184,universidad-de-buenos-aires,ciencias-veterinarias,20-Sep-14,sharon-harris,f,11-Feb-20,3244,curtis80@hotmail.com
185,universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Oct-28,karen-johnson,f,55-Aug-27,8136,caroline40@gmail.com
186,universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,20-Oct-03,david-quinn,m,90-Jul-21,5425,longtina@yahoo.com
187,universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Dec-17,chase-wallace,m,87-Apr-25,1871,jill87@gmail.com
188,universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Dec-27,karen-hill,f,60-Jun-12,5343,pamelaanderson@gmail.com
189,universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,20-Nov-11,maria-campos,f,58-Jan-03,4724,stephanieevans@yahoo.com
190,universidad-de-buenos-aires,ingeniería-electrónica,20-Nov-18,adrian-strickland,m,74-Sep-28,6723,katie67@yahoo.com
191,universidad-de-buenos-aires,ingeniería-mecánica,21-Jan-11,andrew-lin,m,16-Feb-02,6073,theresa10@yahoo.com
192,universidad-de-buenos-aires,ingeniería-mecánica,20-Dec-27,christopher-nelson,m,02-Dec-18,3036,diane11@yahoo.com
193,universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Oct-02,eric-velasquez,m,58-Apr-19,7247,robertenglish@hotmail.com
194,universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,21-Jan-19,kevin-ortiz,m,09-Nov-06,4411,sarahoward@gmail.com
195,universidad-de-buenos-aires,licenciatura-en-psicología,20-Dec-22,kelly-reyes,f,93-Jun-09,1836,robertszachary@hotmail.com
196,universidad-de-buenos-aires,agronomía,21-Jan-05,jacob-hill,m,46-Jul-16,3461,samueldavis@yahoo.com
197,universidad-de-buenos-aires,técnico-para-bioterios-,20-Dec-17,erik-valencia,m,46-Jul-31,1858,jacobsonmonica@yahoo.com
