,university,career,inscription_date,name,gender,age,location,email
66,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,19-09-2020,CHRISTOPHER-NELSON,M,06-01-1980,ESTACION-LA-RINCONADA,STEPHENSJENNIFER@HOTMAIL.COM
67,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,22-02-2020,MICHAEL-TURNER,M,08-10-2017,GENERAL-RODRIGUEZ,MACKCHRISTOPHER@YAHOO.COM
68,UNIVERSIDAD-DEL-CINE,CONTADOR-PÚBLICO-,29-08-2020,ANGELA-ANDERSEN,F,17-08-1907,ARROYO-SAN-JUAN,EDWARDSLINDA@HOTMAIL.COM
69,UNIVERSIDAD-DEL-CINE,CIENCIAS-VETERINARIAS,24-01-2020,BRIAN-SCHMITT,M,07-08-2007,ALDEA-ASUNCION,AMYMALDONADO@YAHOO.COM
70,UNIVERSIDAD-DEL-CINE,INGENIERÍA-ELECTRÓNICA,03-05-2020,LAUREN-WILLIAMS,F,10-09-1919,ARROYITO,UWARD@YAHOO.COM
71,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-MUSICOTERAPIA,26-01-2020,CARLOS-WILLIAMS,M,06-05-1929,ARBOL-VERDE,QHOLT@YAHOO.COM
72,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,15-03-2020,MATTHEW-LESTER,M,25-06-1992,AGUADA-FLORENCIO,COLIN73@HOTMAIL.COM
73,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,12-02-2020,MICHAEL-SPENCER,M,28-01-1947,ALTA-ITALIA,AGUILARJOHN@HOTMAIL.COM
74,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,02-06-2020,ROBERT-SMITH,M,08-12-1983,CLAUDIO-C-MOLINA,FISHERBRENDA@YAHOO.COM
75,UNIVERSIDAD-DEL-CINE,ARQUITECTURA,27-04-2020,KELLY-BURGESS,F,10-05-1947,CACIQUE-ARIACAIQUIN,KLAWSON@HOTMAIL.COM
76,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ARTES,01-08-2020,RICHARD-HARRINGTON,M,11-12-1938,ARROYO-CLARO,KSMITH@YAHOO.COM
77,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,19-04-2020,SEAN-BARKER,M,21-01-1975,CAMPO-QUIÑONES,CHERRYTARA@HOTMAIL.COM
78,UNIVERSIDAD-DEL-CINE,ACTUARIO-,17-10-2020,MELISSA-BROWN,F,08-07-1948,EL-TALAR,JJONES@GMAIL.COM
79,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,10-06-2020,JESSICA-ORTEGA,F,31-03-1971,ARAÑITA,GSHANNON@GMAIL.COM
80,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,21-02-2020,JASON-HOWARD,M,22-11-2017,RICARDONE,MEGANBENNETT@HOTMAIL.COM
81,UNIVERSIDAD-DEL-CINE,CIENCIAS-VETERINARIAS,05-10-2020,THERESA-BAKER,F,30-07-2013,IRENEO-PORTELA,BDAVIS@HOTMAIL.COM
82,UNIVERSIDAD-DEL-CINE,DISEÑO-DE-IMAGEN-Y-SONIDO,29-02-2020,MASON-STEELE,M,10-12-1959,PONTAUT,DEANNA55@HOTMAIL.COM
83,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,30-06-2020,JUAN-FRANK,M,22-01-1997,EL-PORVENIR,TOWNSENDMICHELE@GMAIL.COM
84,UNIVERSIDAD-DEL-CINE,TÉCNICO-PARA-BIOTERIOS-,26-02-2020,SEAN-SALAZAR,M,06-11-1917,BARRIO-JARDIN-LUZURIAGA,WESLEY59@HOTMAIL.COM
85,UNIVERSIDAD-DEL-CINE,ARQUITECTURA,25-10-2020,STEPHANIE-MITCHELL,F,02-11-2017,CAPDEPONT,WELLSJACOB@GMAIL.COM
86,UNIVERSIDAD-DEL-CINE,BIOQUÍMICA,10-11-2020,ROSS-BEAN,M,13-06-2013,COLONIA-SAN-EDUARDO,ANNA71@HOTMAIL.COM
87,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-SOCIOLOGÍA-,10-12-2020,BOBBY-SMITH,M,26-05-1961,AGUILARES,BRUCE09@HOTMAIL.COM
88,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,31-07-2020,MARIO-JENNINGS,M,21-06-1976,ALPACHIRI,ALEXISJOSEPH@YAHOO.COM
89,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,07-02-2020,ASHLEY-HUGHES,F,27-07-1985,CARBOMETAL,LAURA49@GMAIL.COM
90,UNIVERSIDAD-DEL-CINE,ARQUITECTURA,01-04-2020,KENNETH-ROBERTS,M,14-12-1967,SAN-ANDRES,OSCHULTZ@HOTMAIL.COM
91,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,08-08-2020,BETTY-ASHLEY,F,25-08-1915,REALICO,CHAD81@GMAIL.COM
92,UNIVERSIDAD-DEL-CINE,FARMACIA,11-08-2020,BROOKE-MURPHY,F,26-11-1955,25-DE-MAYO,RWRIGHT@GMAIL.COM
93,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,27-06-2020,CARLY-RAY,F,18-08-1964,JOSE-CLEMENTE-PAZ,PATRICIA76@YAHOO.COM
94,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,23-12-2020,JAMES-CUMMINGS,M,04-08-1909,LLAVALLOL,XJOHNSON@YAHOO.COM
95,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-SOCIOLOGÍA-,19-11-2020,WANDA-HARRISON,F,23-11-1993,CARCARAÑA,ROBERTBAILEY@YAHOO.COM
96,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ARTES,13-06-2020,MS.-ROBIN-CARLSON,F,25-08-2017,GENERAL-RODRIGUEZ,ERICHARDSON@GMAIL.COM
97,UNIVERSIDAD-DEL-CINE,INGENIERÍA-EN-INFORMÁTICA,30-03-2020,PAUL-BECK,M,06-07-1953,AVANZADA,FLEE@YAHOO.COM
98,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,12-08-2020,ELLEN-RIVERA,F,10-10-2019,ISLA-GRAN-MALVINA,BROWNHENRY@YAHOO.COM
99,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,15-02-2020,JOSEPH-RODRIGUEZ,M,12-06-1939,CARLOS-TEJEDOR,RYAN16@YAHOO.COM
100,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,09-10-2020,AMY-MORSE,F,27-04-1947,PALANTELEN,NANCYHORTON@GMAIL.COM
101,UNIVERSIDAD-DEL-CINE,FARMACIA,29-02-2020,REBEKAH-NELSON,F,15-07-1979,CAMPO-SANTO-DOMINGO,ANDERSONSHELBY@HOTMAIL.COM
102,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,28-08-2020,KEVIN-HENDRICKS,M,23-06-2005,CAMPO-CHARO,MELISSALOPEZ@YAHOO.COM
103,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,14-11-2020,JILL-TRAN,F,11-06-1942,ARROYO-URQUIZA,GARNERCHRISTINA@GMAIL.COM
104,UNIVERSIDAD-DEL-CINE,FARMACIA,21-08-2020,GABRIEL-WILSON,M,30-05-1975,ALDEA-SAN-GREGORIO,COOPERWILLIAM@YAHOO.COM
105,UNIVERSIDAD-DEL-CINE,INGENIERÍA-MECÁNICA,01-06-2020,SUSAN-HOFFMAN,F,12-09-1979,ALBARRACIN,FHILL@GMAIL.COM
106,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,10-07-2020,MOLLY-SMITH,F,01-09-1929,CATAMONTAÑA,AARON43@HOTMAIL.COM
107,UNIVERSIDAD-DEL-CINE,DISEÑO-INDUSTRIAL,09-02-2020,MARY-PENA,F,03-06-1974,AGUADA-SAN-ROQUE,ALYSSALOPEZ@GMAIL.COM
108,UNIVERSIDAD-DEL-CINE,MEDICINA,13-10-2020,BRENDA-WRIGHT,F,22-04-1981,ALIANZA,FBURTON@YAHOO.COM
109,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,12-01-2020,FRANCISCO-ALVAREZ,M,10-01-1978,EL-DURAZNO,WMORGAN@HOTMAIL.COM
110,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,10-01-2020,ALICIA-HUGHES,F,10-06-1958,ALPASINCHE,RAMIREZTIMOTHY@GMAIL.COM
111,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,11-09-2020,MELISSA-DAVIS,F,19-07-1980,COLONIA-EL-SIMBOL,KSNYDER@YAHOO.COM
112,UNIVERSIDAD-DEL-CINE,DISEÑO-INDUSTRIAL,04-10-2020,LORI-WILEY,F,24-06-1928,VILLA-RUIZ,KYLESMITH@YAHOO.COM
113,UNIVERSIDAD-DEL-CINE,FARMACIA,27-08-2020,NATASHA-KING,F,21-09-2011,AGUAS-VERDES,AVERYKELLIE@YAHOO.COM
114,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,04-09-2020,AMY-SOTO,F,09-08-1930,MASUREL,BRYANTCHRISTINA@HOTMAIL.COM
115,UNIVERSIDAD-DEL-CINE,TÉCNICO-PARA-BIOTERIOS-,02-06-2020,JULIE-CAMPBELL,F,30-01-1963,CAÑADON-BOTELLO,RGARCIA@YAHOO.COM
116,UNIVERSIDAD-DEL-CINE,BIOQUÍMICA,14-03-2020,MARIE-TURNER,F,30-09-1946,DEL-VALLE,JREED@YAHOO.COM
117,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,20-09-2020,JAMIE-WILSON,F,16-03-1985,ACEILAN,MURPHYCALEB@GMAIL.COM
118,UNIVERSIDAD-DEL-CINE,BIOQUÍMICA,04-03-2020,JAMIE-PATTERSON,F,19-08-1959,ARROYO-MAGDALENA,REBECCA21@HOTMAIL.COM
119,UNIVERSIDAD-DEL-CINE,MEDICINA,13-02-2020,DONALD-CHRISTENSEN,M,04-09-1944,CROTTO,VWALKER@YAHOO.COM
120,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ADMINISTRACIÓN-,03-06-2020,LORRAINE-SHIELDS,F,22-02-2016,ALCORTA,LBUTLER@HOTMAIL.COM
121,UNIVERSIDAD-DEL-CINE,DISEÑO-INDUSTRIAL,29-11-2020,KEVIN-MILLER,M,01-04-1950,ALTO-VERDE,SHORTMICHAEL@HOTMAIL.COM
122,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,10-04-2020,ALYSSA-WRIGHT,F,05-10-1948,SARANDI,THOMPSONZACHARY@HOTMAIL.COM
123,UNIVERSIDAD-DEL-CINE,DISEÑO-INDUSTRIAL,19-07-2020,SARAH-HARRIS,F,28-04-1988,CAMPO-SANTO-DOMINGO,CARLAMARTIN@HOTMAIL.COM
124,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-Y-TECNOLOGÍA-DE-ALIMENTOS,09-05-2020,SHANE-ZHANG,M,06-05-1981,ALDAO,KEVIN75@GMAIL.COM
125,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,13-02-2020,VALERIE-MILLER,F,13-09-1913,CARLOS-PELLEGRINI,DAVE10@YAHOO.COM
126,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,22-04-2020,MR.-MARC-ATKINS-MD,M,22-11-2003,BAUER-Y-SIGEL,SUSAN18@GMAIL.COM
127,UNIVERSIDAD-DEL-CINE,CONTADOR-PÚBLICO-,22-08-2020,CHRISTOPHER-BANKS,M,18-12-1984,ACARAGUA,MANNINGCHARLENE@YAHOO.COM
128,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,05-09-2020,ISAAC-ARMSTRONG,M,10-10-1998,AEROPUERTO-EZEIZA,STEPHANIEWARD@GMAIL.COM
129,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,12-05-2020,STEPHANIE-ANDERSON,F,31-05-1965,ASERRADERO-ARROYO,FHARRISON@YAHOO.COM
130,UNIVERSIDAD-DEL-CINE,ARQUITECTURA,12-04-2020,CYNTHIA-HALL,F,15-02-2018,BAHIA-LAPATAIA,VLEE@YAHOO.COM
131,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ADMINISTRACIÓN-,23-02-2020,BRIAN-LAMB,M,13-04-1957,CANDIOTI,OLSENDONNA@GMAIL.COM
132,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-SOCIOLOGÍA-,12-07-2020,MIRANDA-CHAVEZ,F,13-11-2017,BAJO-GUAZU,JORDANALYSSA@HOTMAIL.COM
133,UNIVERSIDAD-DEL-CINE,ACTUARIO-,10-04-2020,NICOLE-ALEXANDER,F,17-07-2005,AERO-CLUB-ROSARIO,DAVIDDAVIS@YAHOO.COM
