university,career,inscription_date,name,gender,age,postal_code,location,email
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,DISEÑO-INDUSTRIAL,16-05-2020,CHRISTOPHER-ROWE,M,17-01-1913,"PSC-6652,-BOX-3506
APO-AA-82827",BARLETT,WESTDIANE@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,24-11-2020,COLIN-ORTIZ,M,06-09-1913,"25402-MARY-PORT-APT.-360
THOMPSONVIEW,-NY-85439",ARMSTRONG,JAMES58@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,ARQUITECTURA,01-10-2020,YOLANDA-SCOTT,F,16-04-1994,"70049-AARON-ROADS-APT.-929
NORTH-JESSICA,-MN-57621",COLONIA-BELGRANO,SNYDERCALEB@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,30-06-2020,STEVEN-VAZQUEZ,M,26-02-2010,"13894-SHAWN-TRACK-APT.-086
LAKE-BROOKE,-WI-13633",COLONIA-BARGA,TINADAY@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,ARQUITECTURA,08-06-2020,RANDALL-ROSE,M,25-09-2014,"781-TYLER-LOOP-APT.-179
FARMERBURY,-WV-25813",EMPALME-SAN-CARLOS,MPARKER@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INGENIERÍA-ELECTRÓNICA,11-08-2020,TINA-ESTES,F,03-11-1988,"377-FERNANDEZ-VILLAGE
EAST-MATTHEW,-OH-62688",SARANDI,ANGELAROMERO@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,FARMACIA,02-06-2020,CARLA-ADAMS,F,05-09-1911,"231-DAVID-UNIONS
BARTLETTTON,-AL-96046",CAÑADA-DE-LAS-VACAS,DMILLER@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,TÉCNICO-PARA-BIOTERIOS-,14-03-2020,MICHELLE-NORRIS,F,17-05-1931,"9343-REED-MILLS
CHELSEYCHESTER,-OH-20324",CUSHAMEN,FBARTON@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIA-POLÍTICA-,15-10-2020,RODNEY-MARTIN,M,11-10-1972,"770-BROOKS-STREET-APT.-044
LAKE-FERNANDOBERG,-MN-23319",ALBIGASTA,GBROWNING@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,12-09-2020,ROGER-TORRES,M,07-02-2019,"00645-WHITE-MISSION-SUITE-372
JAMESVIEW,-IN-95021",AVANZADA,APRILBROCK@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-ARTES,15-01-2020,ALAN-HERNANDEZ,M,31-08-1917,"042-TIFFANY-PARKWAY
EAST-MONICA,-CA-02448",CARMEN-DE-ARECO,ZCOOK@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,13-07-2020,GEORGE-ROBINSON,M,27-03-1949,"57813-STEVEN-LODGE-APT.-293
JEREMYSIDE,-TX-82885",LA-PRIMAVERA,BRIGHTRICHARD@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-ARTES,07-09-2020,PETER-JACKSON,M,13-08-1923,"917-GINA-ISLAND-APT.-152
HOLMESSIDE,-AZ-56808",SAN-JOSE-DE-PIEDRA-BLANCA,NCARSON@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,07-04-2020,JEFF-HODGES,M,17-01-1981,"162-BRYAN-STREAM
SOUTH-TIMOTHYVIEW,-CO-66829",LAS-TONINAS,KEITHGUZMAN@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,TÉCNICO-PARA-BIOTERIOS-,23-10-2020,DUSTIN-LAWRENCE,M,11-10-2020,"985-SMITH-CENTER-APT.-202
BILLYMOUTH,-MA-75587",ALDEA-CHALECO,XCAMPBELL@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,MEDICINA,04-08-2020,ALEXANDRIA-CARPENTER,F,07-08-2005,"2488-PAUL-TURNPIKE
LAKE-MICHAELBURY,-CT-83047",AZARA,ADAMSGABRIEL@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,29-09-2020,KAREN-SILVA,F,13-04-1982,"29584-BURTON-TUNNEL
EAST-DUSTIN,-SD-52749",ALEGRIA,ABELTRAN@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,ACTUARIO-,05-05-2020,AMANDA-LEWIS,F,20-10-1980,"UNIT-0007-BOX-3100
DPO-AE-85641",CASTELAR,VTURNER@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-ADMINISTRACIÓN-,05-07-2020,DANIEL-HOPKINS,M,15-05-1957,"90487-COLLINS-VILLAGES
FREEMANLAND,-NC-14264",LA-CAÑADA,RLEWIS@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,22-11-2020,SEAN-REEVES,M,26-03-1975,"41098-PRICE-BRANCH-SUITE-771
STEELEMOUTH,-FL-87463",CARLOS-PELLEGRINI,KRIVERA@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,27-12-2020,JASON-BELTRAN-DDS,M,23-11-2001,"313-ROBERTA-RANCH-APT.-134
HALETON,-GA-86301",BAÑADO-SAN-ANTONIO,SCHMIDTBLAKE@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,09-06-2020,PATRICK-GUTIERREZ,M,01-03-1920,"3114-VANCE-CORNER
NEW-CHRISTIE,-WI-06336",ABO-NEZU,ANDRESUMMERS@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,07-07-2020,HALEY-DOMINGUEZ,F,14-06-1952,"88793-BERRY-PRAIRIE
THOMASVILLE,-MT-95686",DESVIO-BOERO,LAURATHOMPSON@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,05-10-2020,THOMAS-GONZALES,M,08-05-1948,"303-RAYMOND-CLIFF
LAKE-ROBERT,-ID-69877",FAVELLI,CARLAEDWARDS@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-ADMINISTRACIÓN-,29-08-2020,THOMAS-MARTIN,M,03-05-1923,"3208-KAREN-COURTS
LAKE-GREGORY,-DE-26344",RECALDE,JOHNSONKATHY@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,07-05-2020,STEVEN-EVANS,M,02-10-1913,"PSC-9481,-BOX-0067
APO-AP-98453",PASO-DEL-REY,JAREDBAXTER@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-ARTES,25-05-2020,JEFFREY-MCCONNELL,M,05-01-1925,"651-MALLORY-PARKS-SUITE-353
CRAWFORDSIDE,-IN-99078",VILLA-ANGELICA,CONNERJACK@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,02-08-2020,ROBERT-LUCAS,M,28-07-2017,"9987-VERONICA-JUNCTION-APT.-122
PORT-PAMELASHIRE,-NJ-57431",SANCTI-SPIRITU,CBALL@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,10-05-2020,MELISSA-BLAKE,F,02-01-1954,"3410-JONATHAN-PARKS-SUITE-439
MULLENBERG,-AR-78768",BURZACO,CTORRES@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INGENIERÍA-ELECTRÓNICA,05-10-2020,KELLY-SMITH,F,28-04-2015,"66223-JASON-FLAT-SUITE-593
SOUTH-AMANDA,-CT-31186",AYUI-PARADA,JOSEPH65@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,MEDICINA,11-12-2020,ANGELA-KING,F,02-11-2004,"UNIT-5782-BOX-9643
DPO-AP-02485",ALTO-BLANCO,JENNIFERRICHARDSON@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,31-12-2020,JAMIE-JOHNSON,F,24-02-1975,"08009-JOSHUA-COURTS-APT.-815
NEW-MIRANDA,-FL-99875",BOCAS,KIMBERLYEDWARDS@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,02-12-2020,BETH-RIVERA,F,16-04-1935,"593-BRITTNEY-UNIONS-SUITE-061
STEVENSTAD,-CT-14233",LA-DORITA,HLEE@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INGENIERÍA-MECÁNICA,07-03-2020,SAMANTHA-BROWN,F,05-09-1974,"4911-MELISSA-WELL-APT.-327
SOUTH-ELIZABETH,-IA-16295",ERNESTINA,LAURA21@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-MUSICOTERAPIA,26-08-2020,ANGELA-ARROYO,F,23-01-1982,"PSC-9918,-BOX-8741
APO-AP-61101",CANNING,ALOPEZ@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,09-08-2020,CHRISTOPHER-NOBLE,M,07-05-1975,"90190-SMITH-PLAIN-SUITE-012
ALLISONBERG,-IN-56384",ANGELONI,JENNIFERALEXANDER@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,02-03-2020,MARIO-VALDEZ,M,13-07-1979,"2940-KATELYN-CAMP
JONESMOUTH,-UT-09440",CASTILLA,TAYLORRAMOS@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,FARMACIA,18-10-2020,LEAH-SUTTON,F,25-12-2013,"379-DUSTIN-FORK
SOUTH-KEVINVIEW,-IA-09861",CHICLANA,SHERRYSCHULTZ@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,05-04-2020,AUSTIN-JONES,M,04-10-1939,"1890-KIRK-STRAVENUE-APT.-272
NORTONPORT,-WV-30256",CAÑADON-BOTELLO,KAREN80@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,24-11-2020,KATHRYN-ROBERTS,F,26-11-2010,"710-JOSHUA-LODGE
SOUTH-JESSICA,-NV-60239",ZONA-DELTA-SAN-FERNANDO,CALEBBURNETT@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-ADMINISTRACIÓN-,22-06-2020,JOSE-STRONG,M,26-04-1932,"81683-SMITH-WALKS-APT.-590
DICKERSONSHIRE,-ID-91898",COLONIA-HERNANDARIAS,MICHAELESPARZA@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,CONTADOR-PÚBLICO-,01-09-2020,KENDRA-RUSSELL,F,28-10-2011,"903-JENNIFER-HOLLOW
MICHAELSTAD,-KS-43027",CAÑADA-ROSQUIN,STEPHEN57@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,15-09-2020,JENNIFER-MORRISON,F,17-04-1908,"445-CALDERON-PARKWAY-APT.-606
DAVIDBOROUGH,-MS-73436",ESTANCIA-LAS-GAMAS,EHULL@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,FARMACIA,11-03-2020,KATELYN-CHRISTENSEN,F,28-08-1968,"59360-CRAIG-BURGS-APT.-092
ANTHONYCHESTER,-CO-60547",CENTENARIO,TORRESJOHN@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,15-07-2020,ANDREA-FLETCHER,F,12-05-1977,"834-CAMPOS-FORD
AMANDASTAD,-OK-93982",ABIPONES,TDAVIS@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,20-05-2020,DAWN-ANDERSEN,F,18-03-1972,"6011-ROSE-CREEK-SUITE-610
EDWINTON,-CT-92540",LA-ORIENTAL,NDANIELS@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,ACTUARIO-,07-02-2020,CYNTHIA-MOON,F,26-07-2011,"UNIT-5409-BOX-3587
DPO-AA-58263",ALISOS--DE-ABAJO,JOSEPH91@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,27-01-2020,DAWN-GUERRERO,F,14-11-1906,"801-TRACEY-STREAM
WEST-HARRYLAND,-SD-32221",COLONIA-CELLO,BRANDIBUTLER@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,MEDICINA,08-08-2020,ELIZABETH-GRAVES,F,19-01-1926,"555-DALTON-ROAD-APT.-865
MICHELLEHAVEN,-MD-89672",CACUI,MELISSAREYES@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,08-04-2020,RACHEL-JACKSON,F,27-08-1957,"8660-LESLIE-HEIGHTS
WEST-ASHLEY,-WI-14594",HAEDO,THOMASTYLER@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-MUSICOTERAPIA,14-09-2020,JOSEPH-KIM,M,20-10-2016,"097-ANDREW-FORK-SUITE-563
WEST-PATRICK,-AL-15411",DIAMANTE,VASQUEZKEITH@HOTMAIL.COM
